img_1.png,244,226,345,221,353,338,240,345
img_1.png,133,275,176,272,169,321,124,325
img_1.png,279,278,304,277,304,307,278,309
img_10.png,241,37,348,40,345,144,245,143
img_10.png,136,92,177,90,179,131,139,133
img_10.png,278,100,302,100,302,125,278,125
img_11.png,244,191,370,203,371,352,219,341
img_11.png,122,251,168,253,156,303,105,302
img_11.png,277,272,304,274,303,304,274,303
img_11.png,205,273,233,276,231,297,205,296
img_12.png,250,175,347,177,349,292,242,291
img_12.png,143,215,184,214,177,262,135,261
img_12.png,281,228,305,228,304,259,280,259
img_13.png,232,142,366,145,370,286,223,285
img_13.png,126,209,169,208,166,256,119,256
img_13.png,224,224,242,224,241,244,223,245
img_13.png,283,219,308,220,307,246,282,247
img_14.png,272,177,408,178,425,336,263,332
img_14.png,156,248,201,247,195,297,147,297
img_14.png,308,259,334,259,335,288,307,288
img_15.png,237,93,374,94,374,231,234,230
img_15.png,135,159,178,158,177,201,133,202
img_15.png,288,168,313,168,313,193,288,193
img_15.png,231,173,247,173,247,191,230,190
img_16.png,248,157,385,154,400,302,246,307
img_16.png,139,231,184,228,181,276,134,280
img_16.png,293,235,319,233,321,262,293,263
img_16.png,235,242,253,242,253,262,234,262
img_17.png,226,196,365,195,379,359,211,360
img_17.png,135,269,187,265,178,319,122,322
img_17.png,294,274,321,274,322,305,294,305
img_17.png,234,282,253,282,253,305,233,304
img_18.png,295,130,398,120,407,224,301,230
img_18.png,201,181,235,177,236,215,202,217
img_18.png,330,179,354,176,355,200,331,203
img_19.png,226,145,328,141,334,244,228,252
img_19.png,123,198,164,195,163,236,120,240
img_19.png,267,198,291,197,292,223,267,224
img_19.png,208,203,229,206,230,225,211,227
img_2.png,235,143,333,136,342,239,239,249
img_2.png,131,197,173,191,173,234,130,239
img_2.png,273,193,297,191,298,216,275,218
img_20.png,249,162,347,164,348,277,243,274
img_20.png,144,204,183,204,179,248,138,248
img_20.png,282,215,305,215,305,246,280,246
img_21.png,243,240,345,244,349,369,231,367
img_21.png,127,284,171,281,160,336,113,335
img_21.png,275,294,300,294,299,328,272,328
img_23.png,245,155,342,154,345,255,242,257
img_23.png,139,193,179,192,175,236,135,236
img_23.png,277,203,301,203,301,231,277,231
img_24.png,236,124,341,114,353,218,245,231
img_24.png,140,191,180,185,183,225,142,231
img_24.png,282,183,306,180,308,204,284,207
img_24.png,229,195,244,193,246,208,231,209
img_25.png,226,196,363,195,372,362,204,362
img_25.png,133,264,175,261,163,315,120,316
img_25.png,295,272,322,273,322,304,294,304
img_25.png,236,279,255,278,254,299,234,300
img_26.png,228,162,365,154,382,302,226,314
img_26.png,128,237,174,232,172,281,123,288
img_26.png,287,236,314,234,315,261,287,265
img_26.png,227,246,245,245,246,265,227,265
img_27.png,240,138,340,139,340,249,236,249
img_27.png,130,187,173,181,169,231,126,232
img_27.png,272,192,296,192,297,220,272,219
img_27.png,217,197,236,203,237,222,221,218
img_28.png,243,28,351,27,348,133,247,134
img_28.png,137,82,177,80,181,122,140,123
img_28.png,280,90,305,90,305,116,281,116
img_29.png,235,157,372,150,389,297,234,308
img_29.png,130,233,177,229,173,276,124,282
img_29.png,286,233,312,231,314,258,287,261
img_29.png,228,241,245,241,246,261,229,261
img_3.png,210,-31,397,-8,377,175,208,167
img_3.png,95,78,142,78,146,127,98,129
img_3.png,207,103,228,103,228,123,205,123
img_3.png,272,101,300,102,298,129,271,128
img_30.png,249,130,348,130,349,230,249,232
img_30.png,145,173,184,171,183,214,143,215
img_30.png,282,179,306,179,306,206,282,205
img_31.png,246,278,337,170,455,259,364,403
img_31.png,324,302,342,279,366,299,348,324
img_32.png,228,140,329,137,332,238,226,245
img_32.png,121,190,163,186,160,228,118,232
img_32.png,265,191,289,190,289,214,265,216
img_32.png,208,196,228,198,228,215,207,215
img_33.png,241,132,342,125,352,226,248,234
img_33.png,139,186,180,181,181,221,140,226
img_33.png,280,182,303,180,306,205,283,206
img_35.png,228,209,328,202,339,311,228,324
img_35.png,115,266,159,259,154,306,108,314
img_35.png,266,258,290,256,292,282,267,286
img_36.png,311,106,416,92,424,197,317,206
img_36.png,218,163,253,157,255,193,220,197
img_36.png,344,156,369,153,371,177,345,179
img_37.png,270,157,378,246,283,383,169,266
img_37.png,187,162,216,188,182,222,154,192
img_37.png,290,266,311,285,293,308,272,289
img_37.png,245,234,259,245,246,260,231,249
img_38.png,219,141,321,139,323,238,218,245
img_38.png,110,191,152,187,150,229,106,234
img_38.png,257,192,281,191,281,215,257,217
img_38.png,201,201,218,201,220,216,206,218
img_39.png,237,67,340,65,342,167,242,171
img_39.png,133,120,173,118,176,158,136,161
img_39.png,275,123,298,123,299,149,275,149
img_4.png,241,210,341,201,354,310,241,324
img_4.png,132,266,174,260,171,306,126,313
img_4.png,278,257,302,255,305,282,279,284
img_40.png,240,97,343,97,349,198,248,201
img_40.png,140,150,176,148,176,186,141,188
img_40.png,279,154,305,154,305,178,281,178
img_41.png,216,230,354,245,340,487,153,458
img_41.png,124,282,170,287,155,343,101,339
img_41.png,224,310,244,312,240,335,220,333
img_41.png,287,312,315,315,312,347,284,347
img_42.png,353,130,462,116,479,229,362,232
img_42.png,260,184,292,180,295,216,263,217
img_42.png,385,179,411,177,415,204,389,205
img_43.png,229,139,326,139,327,236,228,238
img_43.png,131,182,171,181,169,221,127,223
img_43.png,270,189,293,189,294,214,270,215
img_43.png,221,192,233,194,233,213,219,213
img_44.png,247,151,380,157,381,300,233,293
img_44.png,142,211,184,213,178,259,133,258
img_44.png,292,229,318,230,317,256,291,256
img_44.png,234,231,251,231,249,252,231,251
img_45.png,239,156,334,153,338,250,237,254
img_45.png,138,202,178,199,176,240,135,243
img_45.png,277,205,300,205,300,230,277,230
img_45.png,228,212,241,213,241,231,228,229
img_46.png,243,217,344,208,357,319,245,331
img_46.png,137,271,178,265,174,313,130,319
img_46.png,281,265,305,263,308,291,282,293
img_47.png,247,215,344,212,353,327,241,334
img_47.png,134,269,176,266,169,312,126,314
img_47.png,278,270,303,269,303,298,278,298
img_48.png,236,138,334,134,340,233,239,238
img_48.png,131,191,172,187,171,228,130,232
img_48.png,272,191,295,189,296,213,272,216
img_5.png,256,163,392,157,411,308,256,314
img_5.png,147,239,192,235,187,284,141,287
img_5.png,298,241,325,240,327,269,300,269
img_5.png,241,252,257,252,258,271,244,269
img_50.png,223,133,326,132,328,231,222,236
img_50.png,115,183,159,180,159,221,112,224
img_50.png,261,185,285,184,285,208,261,209
img_51.png,257,188,354,196,353,307,244,299
img_51.png,149,224,188,224,179,268,139,264
img_51.png,286,240,309,243,307,270,283,267
img_52.png,248,126,347,123,350,224,249,228
img_52.png,144,175,183,172,183,212,144,215
img_52.png,282,177,305,177,305,200,282,200
img_53.png,244,156,382,152,396,300,241,306
img_53.png,135,230,182,227,176,275,129,278
img_53.png,291,233,317,232,318,260,291,262
img_53.png,231,241,249,241,250,261,233,261
img_54.png,256,194,355,193,360,302,252,303
img_54.png,150,242,190,240,185,283,143,285
img_54.png,289,249,313,248,313,275,290,276
img_55.png,164,135,271,140,271,241,157,248
img_55.png,29,186,84,183,80,230,22,235
img_55.png,204,191,231,191,231,216,204,216
img_55.png,146,201,164,200,164,217,149,218
img_56.png,241,197,340,197,346,313,236,315
img_56.png,132,243,172,241,166,290,124,289
img_56.png,274,248,298,248,299,276,275,276
