img_1.png,241,79,390,87,382,237,232,229
img_1.png,295,144,327,146,326,178,293,175
img_1.png,163,128,217,129,213,181,159,180
img_10.png,98,95,177,106,160,189,81,175
img_10.png,307,149,349,156,342,195,300,189
img_11.png,240,100,381,104,377,247,234,243
img_11.png,293,154,323,155,322,185,292,184
img_11.png,163,141,213,141,212,193,160,193
img_12.png,240,97,382,101,378,244,234,239
img_12.png,293,152,323,153,323,183,292,182
img_12.png,162,140,213,138,207,191,159,189
img_13.png,-4,145,104,141,95,254,-16,258
img_13.png,282,169,327,169,328,215,282,214
img_14.png,98,133,173,132,172,209,96,210
img_14.png,296,147,334,148,334,186,296,186
img_16.png,242,64,400,74,389,234,231,222
img_16.png,162,121,215,122,209,176,159,171
img_16.png,298,138,329,140,327,171,296,170
img_17.png,240,102,380,107,378,248,235,245
img_17.png,161,144,207,144,207,195,159,194
img_17.png,292,156,323,157,322,188,291,186
img_18.png,273,164,346,167,342,243,267,240
img_19.png,83,93,165,103,148,191,65,178
img_19.png,304,147,345,155,338,197,297,189
img_2.png,89,94,171,105,154,189,71,177
img_2.png,306,148,346,155,339,196,298,189
img_20.png,43,111,137,115,125,212,27,208
img_20.png,291,152,334,155,331,198,288,194
img_21.png,249,90,372,87,381,212,243,214
img_21.png,166,179,214,177,208,228,161,228
img_21.png,294,198,323,198,325,234,293,233
img_22.png,34,115,130,118,118,218,18,214
img_22.png,290,154,332,156,329,199,286,197
img_23.png,240,105,379,109,376,249,235,246
img_23.png,161,146,207,146,204,198,159,197
img_23.png,292,158,323,158,322,188,292,187
img_24.png,283,139,349,146,343,214,275,206
img_25.png,242,82,390,90,380,239,233,230
img_25.png,163,130,213,130,209,181,160,180
img_25.png,296,146,326,147,324,177,294,176
img_26.png,100,124,176,126,170,204,93,201
img_26.png,300,149,338,150,338,189,298,188
img_27.png,241,72,395,80,383,235,231,223
img_27.png,161,122,204,123,203,175,158,174
img_27.png,297,141,328,143,327,173,295,171
img_28.png,282,141,350,148,341,217,273,209
img_29.png,241,90,386,97,379,241,234,237
img_29.png,159,131,204,134,207,188,160,186
img_29.png,295,150,327,151,325,182,293,180
img_3.png,102,106,179,114,166,193,89,184
img_3.png,307,149,348,155,342,195,301,189
img_30.png,100,121,176,123,169,201,92,197
img_30.png,303,149,342,152,339,190,301,188
