img_00073.jpg,727.0,295.0,795.0,333.0,737.0,371.0,682.0,333.1
img_00025.jpg,715.0,279.0,781.0,313.0,726.0,354.0,670.0,317.0
img_00004.jpg,699.0,266.0,766.0,300.0,713.0,344.0,657.0,308.0
img_00014.jpg,109.0,240.0,285.0,209.0,324.0,339.0,179.0,394.0
img_00014.jpg,569.0,182.0,591.0,179.0,592.0,208.0,571.0,214.0
img_00014.jpg,393.0,230.0,406.0,226.0,409.0,242.0,395.0,246.0
img_00019.jpg,94.0,249.0,282.0,216.0,324.0,355.0,169.0,413.0
img_00019.jpg,564.0,189.0,585.0,186.0,587.0,216.0,566.0,221.0
img_00019.jpg,389.0,239.0,402.0,235.0,404.0,250.0,392.0,254.0
img_00026.jpg,79.0,258.0,284.0,221.0,329.0,364.0,159.0,438.0
img_00026.jpg,560.0,197.0,580.0,194.0,581.0,222.0,562.0,228.0
img_00026.jpg,385.0,248.0,398.0,243.0,400.0,261.0,388.0,264.0
img_00007.jpg,173.0,435.0,211.0,415.0,227.0,446.0,189.0,466.0
img_00007.jpg,203.0,490.0,240.0,467.0,257.0,499.0,221.0,526.0
img_00007.jpg,475.0,298.0,487.0,293.0,503.0,314.0,494.0,322.0
img_00007.jpg,310.0,422.0,324.0,413.0,336.0,430.0,322.0,440.0
img_00007.jpg,205.0,496.0,224.0,485.0,233.0,500.0,215.0,511.0
img_00028.jpg,175.0,436.0,214.0,417.0,229.0,447.0,191.0,469.0
img_00028.jpg,202.0,494.0,240.0,467.0,257.0,499.0,220.0,528.0
img_00028.jpg,313.0,424.0,326.0,414.0,337.0,433.0,324.0,444.0
img_00028.jpg,482.0,301.0,492.0,296.0,511.0,319.0,502.0,325.0
img_00028.jpg,207.0,501.0,223.0,489.0,231.0,503.0,216.0,514.0
img_00008.jpg,181.0,433.0,216.0,413.0,232.0,444.0,196.0,465.0
img_00008.jpg,210.0,488.0,246.0,466.0,261.0,496.0,225.0,523.0
img_00008.jpg,209.0,495.0,227.0,483.0,234.0,497.0,215.0,511.0
img_00008.jpg,316.0,421.0,330.0,412.0,342.0,429.0,327.0,440.0
img_00008.jpg,489.0,300.0,499.0,296.0,517.0,318.0,508.0,324.0
img_00016.jpg,481.0,72.0,513.0,72.0,506.0,110.0,476.0,109.0
img_00016.jpg,473.0,134.0,502.0,137.0,496.0,169.0,468.0,167.0
img_00011.jpg,477.0,80.0,510.0,79.0,503.0,120.0,472.0,120.0
img_00011.jpg,469.0,143.0,498.0,143.0,493.0,176.0,466.0,174.0
img_00009.jpg,468.0,149.0,496.0,150.0,491.0,184.0,465.0,180.0
img_00009.jpg,475.0,89.0,505.0,89.0,500.0,128.0,472.0,127.0
img_00002.jpg,478.0,96.0,508.0,97.0,503.0,131.0,473.0,130.0
img_00002.jpg,468.0,156.0,498.0,157.0,492.0,192.0,464.0,189.0
img_00017.jpg,478.0,108.0,510.0,107.0,505.0,142.0,474.0,141.0
img_00017.jpg,471.0,166.0,500.0,166.0,494.0,200.0,467.0,198.0
img_00021.jpg,479.0,113.0,511.0,115.0,504.0,153.0,474.0,150.0
img_00021.jpg,472.0,172.0,500.0,175.0,494.0,207.0,468.0,204.0
img_00020.jpg,480.0,121.0,514.0,121.0,507.0,157.0,475.0,156.0
img_00020.jpg,471.0,181.0,501.0,182.0,494.0,217.0,467.0,214.0
img_00029.jpg,233.0,197.0,282.0,189.0,295.0,234.0,250.0,243.0
