img_101.png,358,273,408,312,410,382,348,348
img_101.png,338,432,412,453,415,592,314,620
img_105.png,184,368,350,370,343,561,81,594
img_111.png,344,345,498,385,552,611,303,658
img_118.png,270,338,419,345,423,520,209,524
img_120.png,183,231,302,259,280,341,118,317
img_120.png,32,433,249,445,161,751,-260,830
img_121.png,276,346,431,325,463,516,229,544
img_121.png,401,473,431,475,433,530,402,538
img_133.png,325,430,388,459,387,602,297,625
img_135.png,331,441,413,465,419,671,286,738
img_135.png,355,271,408,316,410,385,345,346
img_141.png,277,324,440,328,460,520,211,530
img_15.png,273,334,433,335,453,523,209,538
img_154.png,277,389,397,430,412,663,186,812
img_154.png,315,204,385,268,390,341,299,280
img_173.png,367,373,505,414,556,654,327,698
img_175.png,302,386,409,427,414,639,233,708
img_175.png,342,207,405,267,407,343,325,285
img_179.png,117,372,299,379,258,588,-57,619
img_183.png,249,367,393,368,393,543,182,555
img_184.png,270,343,419,350,422,527,209,529
img_186.png,331,475,384,489,380,630,303,684
img_192.png,265,302,466,307,509,559,173,575
img_194.png,273,328,424,333,433,507,217,513
img_199.png,266,384,444,383,476,663,174,681
img_199.png,637,474,729,456,807,576,685,576
img_199.png,530,433,566,431,581,471,542,474
img_199.png,553,510,595,508,615,565,569,568
img_220.png,270,379,442,378,468,614,195,631
img_220.png,631,467,717,450,798,566,674,565
img_220.png,528,427,565,427,579,467,538,467
img_220.png,550,503,593,502,613,557,564,559
img_221.png,273,378,441,379,468,612,198,633
img_221.png,630,468,718,450,795,567,675,566
img_221.png,528,427,564,427,579,468,538,469
img_221.png,547,504,591,503,608,554,563,557
img_231.png,347,501,391,512,391,647,334,657
img_236.png,361,396,484,432,526,647,336,703
img_238.png,134,390,326,394,291,666,-72,730
img_242.png,340,342,496,382,548,608,291,650
img_244.png,348,412,421,444,431,595,329,623
img_245.png,356,401,440,433,457,594,339,621
img_250.png,254,363,401,368,403,548,187,555
img_252.png,267,309,462,312,503,559,180,573
img_30.png,273,335,431,336,450,524,210,537
img_32.png,320,463,379,483,376,633,293,670
img_4.png,259,275,514,284,638,685,86,725
img_4.png,370,464,397,472,395,543,365,545
img_43.png,334,468,385,483,383,614,315,627
img_48.png,235,355,378,365,366,533,156,535
img_5.png,333,336,494,378,543,614,263,665
